contaminant_level,ph_level,turbidity,dissolved_oxygen,nitrate_level,lead_concentration,bacteria_count,access_to_clean_water,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp,healthcare_access,urbanization_rate,sanitation_coverage,rainfall_per_year,temperature,population_density,abdominal_pain,nausea_vomiting,weakness_loss_of_appetite,fever,"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people",water_source_Pond,water_source_River,water_source_Spring,water_source_Tap,water_source_Well
5.0,6.17,4.87,7.1,5.5,19.19,1244,74.01,25.182831964551305,32.75239299672966,35.79039310331835,54.32,63083,99.71,74.51,48.65,1049,34.9,168,0,2,7,1,31.140594047694094,12.105179303375445,53.77187518769073,0,0,1,0,0
4.84,7.68,1.95,9.42,45.62,15.39,3737,47.13,32.85200944484666,88.06094963717189,0.0,62.5,25882,68.33,38.75,38.2,533,21.94,544,6,5,4,5,87.6294188666251,19.2151017269737,241.3778612930621,0,0,0,0,1
1.58,8.49,4.55,4.79,33.66,19.6,2098,31.44,25.387316813180785,42.33499360467999,20.410158000973325,28.16,67963,33.91,62.96,82.4,1627,32.26,209,6,3,8,8,83.20102970297145,28.304625517330717,286.2402953212202,0,1,0,0,0
7.64,7.95,1.13,6.87,27.3,19.96,2597,52.74,54.26416329774959,54.241027861824925,27.811989706570756,87.37,93745,87.47,35.34,71.93,1665,33.94,74,7,8,8,7,119.45137349646717,29.172653015730116,440.6744429939495,1,0,0,0,0
4.93,6.73,0.95,4.23,18.72,17.71,2512,57.9,17.701978604608577,39.79060357412878,20.100792727150502,4.39,30405,65.43,44.58,49.35,1454,9.82,704,4,2,0,8,48.35520707900166,13.964744706904312,171.96436957558444,0,0,1,0,0
3.39,6.69,3.08,7.42,6.74,1.59,4514,74.5,14.602238391250083,91.03830432766576,40.354112188804415,56.61,90394,32.33,52.84,21.15,2395,31.11,748,2,3,5,9,53.4604949820948,25.4556956782964,189.75602253717292,0,0,0,0,1
1.47,7.67,3.9,3.86,35.38,8.52,258,95.11,37.40138998046137,9.607983659256815,0.0,39.62,20865,93.24,70.96,81.09,771,25.95,632,7,6,6,7,105.20790389460053,24.949009394150934,359.47067608269947,1,0,0,0,0
5.52,8.24,2.83,6.44,40.68,10.68,2358,44.24,50.54508259817653,45.55638776079065,18.941521421151286,61.18,18629,74.77,76.57,58.19,1001,20.3,88,5,6,2,2,75.57500720834545,10.625619025277478,147.18630250955334,0,0,0,0,0
7.53,7.44,1.15,7.59,6.29,2.48,3393,78.11,5.683859163923431,81.28837272733468,36.54639353238106,37.3,29484,45.28,45.48,25.85,1388,3.55,766,10,3,6,7,100.75384099471361,25.69131155115575,342.2898059576348,0,0,0,0,0
2.82,7.32,0.19,7.05,24.73,16.17,3778,36.82,25.715752503861648,68.626452499233,23.3712227618373,72.33,46858,45.45,28.64,29.96,394,22.89,101,2,5,10,5,71.01652187675646,26.284136447155817,218.30042932569526,0,0,1,0,0
2.19,6.4,3.09,3.98,24.24,2.97,3411,43.34,39.58174710279849,65.13333635433561,3.1111502956799875,3.99,78711,99.59,22.29,70.27,682,6.22,149,0,2,10,5,31.202506824868923,25.67111092354213,111.9973314842349,0,0,0,0,1
5.22,7.79,0.66,4.13,17.5,7.67,1268,65.64,15.264992859995443,28.699160287937524,14.640912056081753,41.78,24990,37.37,37.26,63.71,326,32.65,10,2,5,6,5,56.902060879149715,24.872770528922203,185.4747868867401,0,0,0,0,0
1.55,7.76,1.72,7.7,39.47,1.38,939,79.59,30.829625530200836,9.348881474641967,17.86067239317552,83.46,55934,9.41,74.14,39.24,424,37.38,276,4,1,10,2,54.79256841589496,19.76221712616967,100.60813660580953,0,0,1,0,0
6.67,8.42,3.38,8.66,4.98,10.49,2376,90.1,15.843252416352161,43.56132287990216,41.29059730941445,26.52,6471,53.86,31.92,31.19,2811,19.12,60,2,7,1,9,63.35776420099288,21.926215111192196,244.6090074411599,0,0,0,0,0
6.05,6.75,0.49,9.36,10.25,11.94,3951,82.07,28.09193552688915,70.0924120459887,0.0,7.17,18950,88.49,13.8,90.78,755,17.62,238,0,1,6,0,18.952585283410475,6.140702479621416,28.238771355423438,0,0,0,0,0
0.87,7.89,0.64,8.7,0.08,14.7,195,31.07,0.0,2.5376382635941908,26.258640083661042,50.66,15156,58.45,55.14,30.79,1821,19.55,378,4,10,0,3,90.11143540114821,9.292154973261546,177.31262231182694,1,0,0,0,0
0.37,7.09,0.31,9.82,18.65,6.79,4157,77.88,34.96895166832122,90.34573894217972,39.75964956575427,97.7,41554,79.31,12.69,26.85,354,2.69,459,9,6,4,9,118.35569294126736,25.214260763845683,452.45061041616196,1,0,0,0,0
6.2,7.4,4.98,5.86,14.56,11.81,3096,87.73,19.829455793345893,69.12456626995967,8.383504214541743,8.29,98933,5.49,80.79,69.6,2285,9.48,566,6,8,8,5,106.17684740033798,29.955747440800756,359.4052603269121,0,0,0,0,0
2.94,8.04,1.94,5.32,43.35,14.68,3635,66.79,34.69028146012443,75.74897791745741,30.502049765453762,8.87,7772,67.34,64.24,40.2,803,37.62,108,6,0,6,10,62.014306851439606,27.30308495541402,230.37302612931967,0,0,0,1,0
0.86,6.55,4.53,3.2,37.29,15.24,561,97.59,43.798838989095415,14.082453218794122,3.0858240416266796,60.32,40356,7.92,30.55,72.53,2260,13.8,502,10,7,6,9,133.0125981319877,30.602085856676492,534.6505316497029,1,0,0,0,0
7.59,6.86,1.47,6.15,4.22,6.03,3449,30.3,7.527301892906193,67.37715423799597,32.802641122289096,26.51,69304,55.64,47.53,59.13,2596,23.65,81,8,6,10,1,113.12818439151786,20.74151511775775,236.21760708297822,0,0,0,0,1
3.14,7.93,3.77,7.56,37.05,1.35,3366,87.31,39.44532940138143,78.75540978441805,39.730960178158,42.2,27029,49.78,69.14,36.9,2652,25.97,808,9,5,1,6,103.08210921643017,18.21304985003783,301.8669128702656,0,0,1,0,0
4.6,7.43,1.1,8.71,33.77,0.75,3123,53.44,16.120383474607255,78.18514362422319,28.819205071198688,83.39,34254,94.56,83.25,25.57,1009,35.09,606,9,5,7,6,110.25623425881936,25.016048483718535,361.893682428296,0,0,1,0,0
2.37,6.23,2.49,4.87,14.09,15.36,2891,75.53,48.07131855680308,68.40609871949266,35.60619322865568,21.49,36378,13.25,79.96,25.65,424,9.53,190,2,5,2,10,56.595969144991,24.479370984798603,237.96309581156373,0,0,0,0,1
6.27,7.08,4.12,6.6,0.77,7.71,39,78.54,13.205815167403006,0.32877231551692776,12.93135006557992,72.49,20456,0.95,15.56,66.87,503,35.61,950,6,8,7,3,108.52204898264111,19.34692689684023,282.14911421819664,0,0,0,0,1
3.01,7.47,4.08,7.63,5.76,2.68,1767,51.44,2.798282192599041,28.478105422739837,18.389026136159035,51.44,58660,13.74,16.49,80.66,419,15.67,844,0,1,2,3,6.404317781928968,10.212759985359646,30.954158960781967,0,0,0,0,1
9.68,8.27,3.97,6.86,12.5,3.69,2504,99.68,14.835549510037168,41.04617766849222,11.400772931146527,90.69,24182,17.07,57.82,75.17,2325,36.87,738,3,0,9,0,40.154805755676875,12.131321084920355,48.62428888658649,0,0,0,0,1
7.03,6.47,4.12,4.92,40.83,15.32,787,37.23,54.00547385010601,15.40733924401767,15.546689050505814,97.35,96909,25.09,49.72,67.43,2225,16.45,818,3,5,6,1,66.29184584708477,11.29163771452247,120.81348012373768,0,1,0,0,0
1.37,8.01,1.06,8.57,23.27,11.98,1876,40.99,25.56285563580387,43.9626293805357,39.16393315733143,49.53,35868,81.51,33.43,36.87,477,4.16,165,4,9,1,8,87.99901783196528,20.9789913563392,324.6902260127982,0,0,1,0,0
4.17,6.33,2.41,4.21,45.92,10.03,4097,92.45,46.31269245972427,68.63460959539627,10.847012899476857,59.3,48948,37.69,88.09,88.94,2220,2.08,967,6,10,3,9,116.05493115514496,24.851031317594686,460.3238494029216,0,1,0,0,0
3.85,6.61,2.42,9.33,39.46,12.46,1492,38.34,40.87821184585245,27.343463387387207,8.267020897573367,75.09,35437,84.08,69.7,70.31,2217,38.69,869,6,7,10,7,115.47797944952144,36.201233169041195,407.63074580941753,0,0,0,0,0
5.34,6.61,4.45,9.67,14.36,2.75,1129,56.69,22.29479076495633,25.28978343775229,18.894611817350672,33.23,18663,27.19,64.99,75.54,728,4.85,907,10,2,5,7,100.97948489319344,23.693105420142754,300.31164981004184,0,0,0,0,0
8.42,8.19,1.48,5.56,42.27,6.38,2263,81.32,45.319122591568686,38.778401010040376,48.86532446706542,24.22,17640,86.05,24.51,37.91,1320,21.65,849,3,9,10,8,104.3409168189126,38.74168768682914,415.6143436920131,0,0,1,0,0
5.83,6.5,4.66,5.63,5.84,7.48,4872,85.4,6.984106308607913,84.33515164993283,33.929053390682924,96.54,34435,0.81,32.71,40.92,680,21.08,586,6,0,8,6,66.97287794537345,24.970872073480976,159.22585350147855,0,0,0,0,0
0.62,7.97,2.25,8.2,1.81,6.29,4509,96.83,31.54181059089262,82.991577658542,5.280791469400684,44.4,24237,93.45,58.4,92.6,878,16.05,926,10,8,4,8,139.4136353528375,29.049186060085127,505.8310135810451,0,0,0,0,1
6.55,7.15,3.35,6.19,30.43,17.29,4021,85.27,40.404856488834945,76.6758414114206,13.150943559015472,2.16,35862,74.6,73.65,58.09,1294,16.72,664,2,0,8,9,39.05560220945512,30.734929328111832,123.71172947200779,0,1,0,0,0
0.08,8.5,1.34,3.2,17.09,11.63,4305,89.12,27.020303501178823,86.92966274289356,8.158884975055273,84.1,87750,41.27,84.48,64.31,2182,19.03,960,5,2,4,1,54.77843298733393,10.452362641990671,90.73677732114726,0,0,0,0,1
7.8,8.1,2.05,9.44,16.47,14.59,2185,96.46,19.652693521740307,46.96815107957817,27.57168967293311,60.77,3604,57.73,65.82,28.86,2976,3.98,401,1,7,9,5,74.96561523292179,22.732561946917635,240.6013919757862,0,0,0,0,0
6.67,7.85,3.55,6.02,34.36,4.73,1644,68.76,44.77722264478919,20.6862857971256,33.297068532462205,18.52,33673,93.3,43.49,51.57,2999,31.64,369,9,2,7,2,90.43764059215147,13.67134080604762,163.66647313463233,1,0,0,0,0
3.09,8.18,2.56,4.42,42.51,5.28,3560,54.04,45.151497311059074,84.53298446129467,7.65770103162801,4.95,2911,58.26,65.29,90.96,1914,15.08,351,8,3,0,10,81.21594402594317,21.573855550511944,339.21100261634655,0,1,0,0,0
2.92,7.59,4.65,6.89,16.11,4.51,2685,83.31,16.103039192723095,59.8847097995181,2.102034591306695,30.57,28103,22.86,15.53,92.01,1381,9.78,752,4,7,6,5,85.37980124103827,22.622375529579777,265.62815594659065,0,0,0,0,1
7.98,8.11,3.69,4.53,16.25,13.76,4821,41.45,19.57480313768112,88.96810667292415,2.2475754213161157,92.93,98483,57.29,58.01,78.41,752,12.73,29,5,0,3,2,43.936988746175146,8.34723796265433,69.56717196618807,0,0,1,0,0
7.83,6.65,2.82,4.44,26.69,6.98,1412,34.78,37.30889386398304,11.055472635420902,30.480842303177962,93.48,61931,87.14,81.57,63.65,2297,24.47,342,3,5,4,7,64.65121259276735,23.405990554181404,214.85633620519167,0,0,0,0,1
3.52,6.24,4.43,6.82,32.66,8.1,1221,84.97,40.12803373148877,10.724932740757627,27.386791688655116,32.48,90774,98.74,60.96,94.47,2019,31.0,201,10,0,5,10,88.87507425771626,28.48840587585996,323.1333670501358,1,0,0,0,0
2.99,7.54,3.33,5.74,10.15,14.18,2249,96.55,33.348357909185374,42.45721538643922,1.6456746032603,83.92,77039,58.41,10.6,89.75,2649,6.14,355,9,0,4,3,70.91805255606438,13.730231634175679,124.91851709295443,0,0,0,0,0
5.6,7.09,3.24,7.01,45.63,19.44,2239,60.97,64.81428317249916,50.00697082500999,0.0,45.3,13338,15.56,65.56,87.71,1922,23.7,304,6,7,0,9,97.30609954860843,22.837987042208276,345.9471324411045,0,1,0,0,0
0.08,7.07,1.23,9.98,32.72,3.24,4202,41.28,35.26830066657063,78.88331498882751,4.154972162635339,66.13,74358,77.18,68.12,90.54,2313,16.9,144,8,10,8,5,135.97211984093758,29.408174799154988,451.69391579359507,0,0,1,0,0
0.83,7.32,1.97,9.01,31.26,1.25,4422,64.79,34.61272024894132,97.99829422365377,9.176536021901978,34.78,85587,99.69,53.3,56.26,1458,34.48,962,6,3,1,8,67.86546708815428,21.424467234852955,241.05663717669168,0,1,0,0,0
1.26,6.9,3.42,3.05,45.21,3.9,643,57.53,49.07548277666367,31.723986343519012,21.16117941401139,52.57,52352,47.36,75.29,62.04,2873,37.97,212,0,0,8,1,15.18463158018316,14.349328897750729,33.58258826923086,0,0,1,0,0
1.85,7.57,4.46,3.35,45.36,14.7,4452,56.07,65.08448411708956,77.84158309301088,24.139655158305022,30.79,76545,38.37,26.18,53.92,2516,27.14,680,0,9,9,1,75.40757792488644,24.163297577128613,184.47489608606077,0,1,0,0,0
5.12,6.08,1.58,7.27,6.78,3.89,2548,73.97,9.06292357309487,46.68544806780731,29.6829780100056,7.99,44411,55.25,42.72,79.21,1480,23.59,683,8,6,1,6,101.71959573550949,19.21866106984323,295.57010767052225,0,0,0,0,0
9.92,8.42,1.08,7.38,7.25,11.69,4603,42.23,9.06558297051237,106.53664516958486,18.47041916365194,15.66,57186,16.48,74.61,67.35,615,31.21,724,10,4,8,1,109.49443588757138,14.386098191068928,195.3421245879254,0,0,1,0,0
6.53,8.31,2.97,9.15,38.1,11.81,3805,56.63,46.16505666791741,91.50570316770472,24.428171476603023,30.49,38150,97.13,58.3,25.58,2769,19.83,97,8,4,5,1,91.09693911392625,12.285206662114586,147.56341974310448,0,0,0,1,0
0.61,8.34,0.34,7.4,47.84,5.89,4290,90.81,46.18002774392697,75.02500051104694,39.44809151423975,97.67,93024,83.83,89.55,30.93,2746,2.21,354,3,0,10,3,44.83011327155745,17.31476371616877,81.18688569372817,0,1,0,0,0
5.26,6.91,3.57,4.59,33.33,1.37,4142,81.08,32.561878273902416,72.15633691030995,7.932407476812408,96.64,35201,11.3,15.54,35.39,2648,28.04,572,8,9,8,8,131.8877579224832,29.151603436635302,533.6811650504965,0,1,0,0,0
4.97,7.33,3.52,6.28,20.57,7.98,1385,33.89,16.08566754009781,38.07243781062179,18.865175074251265,83.11,85925,94.51,29.54,73.64,2813,23.22,705,2,10,5,7,86.37813163783002,25.50101133932848,318.7485528336608,0,0,0,0,1
1.44,8.39,1.77,8.66,34.17,3.74,2584,65.97,50.6388037029044,65.02483606547125,52.680171545840764,24.79,69015,94.28,25.93,28.78,2223,6.06,874,6,5,5,1,84.54511225829373,10.249110142672508,147.65207951141525,0,0,1,0,0
9.2,8.26,4.46,9.46,11.44,3.69,1601,36.39,5.182100704773761,23.610574759186754,38.46362390641035,45.28,67382,31.64,88.11,63.27,1886,8.52,806,5,8,10,7,108.05379750800518,32.013314099851485,416.20622028024206,1,0,0,0,0
4.41,7.98,2.51,4.66,49.9,10.45,4942,97.02,34.86971616076055,100.74629677931937,16.831786514292244,45.1,78028,61.91,79.54,87.27,1038,9.23,259,7,8,1,3,103.32104505115176,12.156987724793167,223.9071870127292,0,0,0,1,0
9.95,7.02,3.23,6.78,21.55,13.46,4804,47.12,37.07158261368495,109.51043564769375,22.223876374305696,39.92,68672,11.08,20.65,95.8,2553,29.3,328,10,7,7,1,127.96307992674262,18.45058061169946,251.64112621640584,0,0,0,0,0
4.2,7.41,1.05,4.11,46.58,1.51,3317,95.28,54.90928836053956,61.55841894733196,16.328645314241044,6.4,31427,8.42,38.3,54.26,1131,20.73,734,8,4,2,10,94.16737690376654,27.343503872946215,379.2094272539994,0,0,0,0,1
6.08,7.98,2.09,6.48,21.54,11.57,807,88.38,24.825271106377407,34.507745980381955,12.306737794668102,54.38,64335,50.18,14.21,62.67,2509,1.92,506,4,0,6,9,47.721618553631,27.826387473935945,163.58154179691468,0,0,0,1,0
1.05,6.68,4.31,3.63,46.41,4.92,2659,68.6,54.42964868321435,57.88667870791832,0.7972784194262701,9.14,25120,4.97,60.61,86.52,649,33.52,298,0,8,4,6,60.09821533245254,19.825761161875757,195.3495623340998,0,0,1,0,0
4.54,7.57,1.06,9.59,16.78,13.47,114,53.54,26.67016545589976,0.0,7.151347099872243,80.59,846,87.49,36.5,94.86,1076,25.8,310,2,0,2,5,19.584747784891327,11.88522375740048,65.2086809252971,0,0,0,1,0
2.39,8.07,1.95,7.47,38.03,16.2,2727,90.06,50.59655063448293,44.95077684330952,26.029609750711284,69.75,46269,92.81,30.61,51.19,2279,29.33,15,9,7,0,9,112.15575613683274,22.774366650814425,433.82394065046907,0,1,0,0,0
8.36,7.77,1.59,8.98,47.55,16.14,4726,40.69,39.71042982534201,77.63371393435804,27.397394306605236,36.57,20677,6.73,51.85,48.24,268,37.5,558,7,4,7,4,92.70644503465056,18.847766996919304,233.49297290981667,0,1,0,0,0
7.84,7.2,0.76,9.99,32.3,7.4,2266,42.6,26.04691680993271,48.64669849412035,34.386173416522304,65.42,16699,4.73,73.64,56.07,282,10.41,702,10,2,2,10,100.19347722637198,21.46616652487229,376.7800329901203,0,0,0,0,1
8.24,7.46,1.45,4.28,33.88,11.35,4292,45.73,40.16633968267071,78.24294199101297,17.095449552652962,24.84,13434,22.14,42.31,40.3,969,23.58,267,5,10,1,0,100.75329802672695,7.4846342512083135,125.55540656244276,0,0,1,0,0
7.24,8.47,1.16,7.86,5.14,15.87,4496,71.84,24.315380596316473,88.76487843287612,15.886355052742761,27.99,64521,93.0,70.6,88.77,1010,30.41,627,7,6,0,1,86.43626904852464,4.903274726830985,124.26722123455625,0,0,1,0,0
8.33,7.5,4.62,9.21,23.71,1.22,3901,52.0,25.60458465267903,77.08457202212622,28.884585508056325,32.79,29529,76.9,45.69,45.46,670,20.51,231,8,6,3,7,109.1918821820449,21.078161920385753,351.54016103088946,0,0,0,1,0
2.01,7.96,3.71,7.03,44.34,12.11,2728,99.24,34.25293309581036,64.85414822357097,25.453740940063625,80.11,71036,67.65,27.16,55.96,2187,19.44,322,3,8,7,0,82.07954711641766,16.7196038713047,156.7849724184679,0,0,0,0,1
4.52,7.82,1.58,7.48,12.05,16.73,4171,43.66,10.037521376740788,77.07334012556105,18.701382664387623,22.65,41519,77.63,45.7,45.6,1227,37.15,357,0,6,2,2,38.12685995245479,12.17761616730072,76.09637278374724,0,0,1,0,0
6.92,7.75,3.82,5.85,39.42,7.45,1449,86.39,52.749124705964775,44.42769428546855,26.33090323589398,57.15,19229,19.95,53.04,29.51,2834,9.74,873,0,10,0,1,66.76262325763082,10.562235981478606,69.22848058773693,1,0,0,0,0
6.37,7.79,0.11,7.72,33.79,9.11,4382,36.71,32.14870892728085,86.66339420757117,25.373135745787962,21.65,81819,25.66,46.93,68.53,1328,26.12,638,9,2,3,4,86.59842485937031,12.197176419987175,189.75644812601223,1,0,0,0,0
7.16,7.14,2.63,5.77,11.15,13.97,1568,54.74,4.945677236682176,25.614617289573403,29.945249196164443,29.93,69802,31.76,31.95,67.01,2395,38.81,700,3,10,8,3,95.39610774838025,23.859467161780174,285.27296879011243,0,1,0,0,0
2.24,7.19,1.25,6.34,14.14,1.36,1322,47.06,22.027569345041307,22.073031131042494,24.934682250747336,25.08,99251,60.51,24.81,43.59,321,8.8,100,6,0,0,6,52.677145735912084,12.038016941114703,134.22600636854523,0,0,0,1,0
0.98,7.17,0.57,3.72,21.38,7.71,860,98.38,20.095638666321403,6.958720457933431,41.86160972062025,65.21,31832,60.82,85.76,22.51,1731,18.5,944,1,7,10,4,70.76973254467364,27.176631663490696,232.3941968585074,0,0,0,0,0
9.17,6.08,4.42,3.05,6.26,5.91,741,31.8,14.459646848006773,22.32416416062764,0.0,53.62,35683,20.86,33.8,94.94,2090,39.02,671,2,2,1,7,33.4223532268246,14.231237648430186,116.99160186096371,0,1,0,0,0
5.6,6.6,1.0,3.39,45.67,0.34,1730,80.52,40.185317787109064,38.91464786901366,21.158866761024058,72.69,46109,43.67,66.43,48.44,2754,1.43,856,0,7,8,3,64.06414941724961,18.695053331129575,169.72316112755476,0,0,0,0,1
1.54,6.39,4.11,4.35,36.97,3.92,4904,47.34,34.530835834552974,95.13326501345307,11.493527700006064,23.55,38416,69.0,37.26,63.1,2133,25.19,180,4,7,1,5,81.08512134097009,14.919567727542397,208.44634561672484,0,0,1,0,0
7.93,8.22,2.07,6.2,18.25,7.92,2933,86.79,18.84626501931035,63.53983051837065,27.496147390317404,2.9,3535,30.96,87.57,31.5,888,16.18,303,0,4,2,3,27.99778291467621,9.31497482005181,62.217755406190165,0,1,0,0,0
9.15,6.69,0.07,3.15,14.98,3.95,3518,51.79,35.490652589685325,60.87392577303461,29.762794640193817,68.69,68360,7.55,89.06,40.09,1610,30.84,201,7,0,6,1,66.41297228608033,12.876415241102576,69.10156886294338,0,0,0,0,0
1.7,6.35,3.66,4.09,34.48,12.05,4509,43.11,28.661186286163435,83.09616232871872,39.22019190995208,13.26,89172,19.74,76.01,54.82,2198,12.93,558,0,9,2,0,60.622710389228324,4.498645265282801,69.18272726178078,0,0,0,0,0
8.17,6.3,2.98,8.47,21.21,8.97,4526,78.51,27.652389184525294,92.32552127387558,5.078721560394868,26.14,97458,16.47,56.52,64.98,732,14.92,109,10,6,8,0,119.60075356418407,12.163598225507439,209.64381828852507,1,0,0,0,0
9.33,7.75,1.72,8.34,11.47,0.79,3167,48.03,0.0,82.35556640847084,18.20043234370242,31.96,30574,63.19,53.37,88.32,516,20.63,815,0,9,5,7,70.26228120714948,25.166675049502288,247.35281194710106,0,0,0,0,1
9.38,6.02,1.41,8.53,21.51,5.5,1918,63.99,40.31465242310092,43.16512729496311,40.75859110642391,75.19,87346,6.85,36.32,43.23,1993,13.84,848,1,4,2,3,42.548407689720676,7.923849988134179,84.21829889088869,0,1,0,0,0
9.14,7.18,0.37,9.45,43.56,0.39,2218,39.21,31.861868370886143,27.12536135725388,7.8665070419135885,63.34,61901,88.47,19.76,89.74,348,10.38,40,1,7,8,4,64.31831519217512,26.852006264194657,214.53115247380782,0,0,0,1,0
5.46,6.3,4.71,3.83,3.43,7.16,1340,80.72,8.774994838603806,31.508641233600063,11.39605264633175,20.06,25113,8.44,16.32,56.68,704,14.21,821,5,8,0,10,97.14214312767666,23.634165252127417,374.47420083863426,0,1,0,0,0
3.56,8.12,2.47,4.14,18.42,5.18,4639,58.48,23.625454212184604,88.43975210147119,15.424308635782394,60.59,59074,59.79,47.24,54.61,2082,36.32,615,6,10,9,7,129.53922138350958,31.294398589271946,485.86646125080637,1,0,0,0,0
0.07,8.4,0.43,5.33,48.12,13.76,1514,39.84,34.80374315303109,37.62326202504894,30.304877648315678,71.4,6325,92.95,88.3,51.71,2742,13.71,791,4,6,2,6,75.5274222868121,18.935928051252642,227.67398539169469,0,0,0,0,0
0.61,8.4,4.34,9.41,0.74,6.15,1411,81.91,0.0,18.5098201283232,14.521219069698773,40.11,41087,6.24,29.75,90.89,1114,35.98,513,0,6,0,7,43.39508706571302,18.767697072041486,130.07689581477325,0,0,0,0,1
4.29,7.1,1.39,8.43,44.53,7.5,3036,37.24,40.655089982952276,47.28961658523555,17.125740636632912,26.1,41748,38.31,42.88,40.08,632,8.2,107,0,0,1,7,14.910413947387434,15.913917802168571,42.875287088372765,0,0,0,0,1
3.99,7.61,1.02,5.27,18.74,14.51,4167,70.24,32.10740891434382,100.88958575226778,0.0,68.54,89538,32.79,61.31,88.59,791,26.89,61,2,3,7,5,57.35377080211471,21.863817014215876,142.85720141886387,0,0,0,1,0
1.85,7.5,1.4,3.61,9.48,9.62,1022,72.52,34.628728144876305,16.020193964778944,31.888230025460725,61.87,88032,34.42,38.09,27.13,2511,29.8,484,1,1,6,9,32.15431074994704,25.533054150591738,119.76575667368905,0,0,0,0,1
3.95,6.88,2.82,7.31,0.75,11.13,4627,95.12,8.122874756425766,88.27159475767989,18.228726637429737,9.64,41204,60.03,10.29,96.43,2944,4.45,352,4,1,1,1,38.836614361695,5.261818637842438,43.711515058642284,1,0,0,0,0
1.75,7.11,0.37,4.8,3.53,16.83,2286,40.57,5.224067752339375,50.59654490185347,22.006149667135976,67.33,63188,26.21,41.7,60.24,800,21.76,972,9,1,1,5,81.62312949153349,14.833406180372393,190.0722738151025,1,0,0,0,0
8.49,6.16,2.41,6.72,8.59,4.14,2758,75.73,17.63318658839256,58.00822073515414,6.067297748186445,49.87,14863,2.73,74.37,99.91,2223,0.52,910,5,3,8,0,66.64486625699998,13.060560490265418,102.92375343020403,1,0,0,0,0
2.98,7.99,4.48,9.59,1.27,19.78,4672,56.65,14.994692885247051,97.24329603845122,12.790301951804345,75.83,13489,96.23,85.52,68.63,2652,37.13,819,6,0,5,0,52.729418722935634,5.802428999377958,40.9171382616158,0,0,0,0,1
5.99,6.6,0.94,7.01,16.79,18.0,3771,58.06,17.03559387660743,69.12187999204627,36.96402153815329,20.69,48360,74.88,32.01,29.41,1347,20.97,359,3,3,4,10,60.01162632684748,27.862991535001388,226.85687001101545,0,0,0,0,1
5.03,7.15,1.66,9.47,2.24,5.73,1112,65.13,0.0,36.552446702978735,30.994952487460317,27.31,60225,13.51,83.73,24.87,463,1.47,528,6,1,9,2,61.95531978517679,18.00529978800111,119.08149378099421,1,0,0,0,0
0.52,7.2,1.98,5.75,34.61,17.86,1945,46.36,45.55869853395351,35.957313609516255,17.686736653996007,55.24,38760,45.52,79.37,35.47,858,27.33,767,10,4,5,2,108.48566568609367,11.067295234851919,207.86678411616538,0,0,0,0,1
9.42,7.4,2.93,7.43,40.95,15.08,4808,62.28,29.33914326888047,120.23469496491514,34.23497036847334,49.21,14638,6.27,42.54,53.69,1314,35.43,27,7,2,8,10,83.73470392976881,31.994622601584076,323.03115361625595,0,0,0,0,1
